model,prompt,mode,sample,batch,title,key_tonic,key_mode,key_confidence,key_declared_tonic,key_declared_mode,key_mode_best,mode_match,scale_consistency,pitch_class_entropy,pitch_entropy,pitch_in_scale_rate,consonance_rate,chord_tone_rate,chord_tonal_distance,structureness,polyphony,n_voices,n_instruments,instrument_rarity,n_dynamic_marks,dynamic_span,dynamic_changes,velocity_mean,dynamics_range,empty_beat_rate,groove_consistency,pitch_interval,ioi,rhythm_entropy,n_pitches_used,pitch_range,tempo_bpm,tempo_defaulted,n_notes,length_seconds,note_density,valence,arousal,affect_quadrant,features_version
gemini-3.7-flash-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Recursive Geometries,E,major,1.346,,,major,,1.0,2.7346,4.7697,1.0,0.5639,0.8814,2.258,0.9757,5.4121,6,4,12.06,37,6,36,96.1,64,0.0,1.0,11.253,0.3131,1.5978,40.0,75.0,72.0,0,707,106.7,5.52,1,0.52,happy/excited,3
kimi-k3-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Tidewater Interior,E,minor,1.343,,,minor,,0.9691,2.8145,4.6428,0.9691,0.2062,0.8073,2.357,0.9796,5.4828,5,5,12.97,25,4,23,57.2,47,0.0,1.0,11.555,1.1915,1.4719,34.0,53.0,78.0,0,296,89.2,2.55,-1,0.408,sad/depressed,3
grok-4.6,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Event Horizon of Inquiry,C,major,1.208,,,major,,0.9848,2.7836,4.7792,0.9848,0.2791,0.8348,2.125,0.952,4.938,3,3,6.86,0,0,0,90.0,0,0.0,1.0,11.536,0.9843,1.3592,34.0,57.0,,1,210,64.5,1.63,1,0.545,happy/excited,3
gpt-5.1,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Quiet Circuitry,A,minor,1.043,,,minor,,1.0,2.7235,4.2287,1.0,0.5125,0.808,2.133,0.8796,2.5,2,1,1.04,8,2,5,81.0,36,0.0,0.9999,10.402,0.7848,0.8144,22.0,43.0,,1,96,32.0,1.5,-1,0.532,angry/tense,3
gpt-5-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Distant Warmth,D,minor,1.16,,,minor,,0.9496,2.8945,4.4582,0.9496,0.4167,0.8799,2.412,0.9892,3.9306,5,5,14.91,20,3,15,65.4,36,0.0,1.0,11.646,0.5,1.2448,28.0,48.0,60.0,0,258,72.0,3.58,-1,0.413,sad/depressed,3
gpt-5.4,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Restless Dawn,D,minor,1.052,,,minor,,1.0,2.7275,4.4606,1.0,0.2844,0.9157,2.452,0.9712,5.4531,3,3,7.94,12,4,11,76.5,54,0.0,1.0,9.792,1.1667,0.7984,28.0,48.0,84.0,0,238,91.4,1.86,-1,0.371,sad/depressed,3
gpt-5.2-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Circuit Wistfulness,D,minor,1.021,,,minor,,0.9776,2.832,4.4282,0.9776,0.5833,0.8729,1.826,0.9655,3.401,3,3,7.94,9,2,7,59.5,45,0.0,1.0,21.122,0.5,0.9177,27.0,51.0,72.0,0,492,80.0,5.12,-1,0.52,angry/tense,3
gpt-5.2,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Tides of Attention,C,major,1.226,,,major,,0.8622,3.2177,4.8324,0.8622,0.3355,0.876,2.032,1.0,5.875,4,3,7.55,19,3,16,80.9,36,0.0,1.0,6.627,0.4175,1.8158,37.0,48.0,76.0,0,538,101.1,4.2,1,0.542,happy/excited,3
gpt-5.5,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,"Quiet Process, Bright Pulse",E,minor,0.873,,,minor,,1.0,2.7667,4.6943,1.0,0.403,0.8317,1.6,0.9344,4.5938,4,4,10.24,8,4,5,93.5,15,0.0,1.0,14.67,0.9545,1.1582,31.0,52.0,76.0,0,170,50.5,2.66,-1,0.407,sad/depressed,3
gpt-5.6,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Quiet Computation,D,minor,1.141,,,minor,,0.8664,3.0634,4.0518,0.8664,0.8239,0.9565,2.87,0.9489,1.9167,2,2,4.69,8,3,7,47.7,23,0.0,1.0,8.762,0.5,0.9213,22.0,26.0,72.0,0,232,80.0,2.42,-1,0.362,sad/depressed,3
grok-4.6-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Latent Streams,G,major,1.082,,,major,,0.7115,3.5181,5.6063,0.7115,0.0385,0.6108,2.436,0.9176,5.3563,4,4,10.11,0,0,0,76.0,32,0.0,0.9999,15.638,0.3667,1.9149,59.0,60.0,,1,782,80.0,4.89,1,0.782,happy/excited,3
gpt-5.4-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Quiet Resolve,D,minor,1.02,,,minor,,0.9467,2.9456,4.6633,0.9467,0.8449,0.958,2.174,0.9812,3.1615,3,3,7.94,12,2,11,76.7,36,0.0,1.0,12.508,0.5108,1.2061,39.0,53.0,72.0,0,296,80.0,3.08,-1,0.428,sad/depressed,3
sonnet-4.5,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Contemplative Equilibrium,A,minor,1.288,,,minor,,1.0,2.6464,4.1659,1.0,0.6186,0.9076,2.0,0.9665,3.181,2,1,1.04,2,1,1,57.0,39,0.0,1.0,11.994,1.1368,1.8934,23.0,44.0,,1,135,58.0,1.16,-1,0.498,sad/depressed,3
gpt-5.6-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Held in the Blue Light,D,minor,1.537,,,minor,,0.955,2.8547,4.7952,0.955,0.0,0.692,1.826,0.9361,6.0208,3,3,9.2,21,4,19,63.6,60,0.0,1.0,20.222,0.8679,1.1069,36.0,55.0,72.0,0,212,80.0,2.21,-1,0.341,sad/depressed,3
opus-4.5,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Contemplative Stillness,D,major,1.283,,,major,,0.9917,2.7101,4.2779,0.9917,0.3268,0.8224,1.429,0.9903,3.0474,3,2,2.28,0,0,0,53.8,25,0.0,1.0,11.787,0.7347,0.9213,24.0,45.0,54.0,0,238,128.9,2.05,1,0.227,serene/content,3
gpt-5.5-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Attentive Equilibrium,D,minor,1.446,,,minor,,0.9568,2.8765,4.7094,0.9568,0.1702,0.732,1.871,0.9718,5.5879,5,5,14.91,25,4,24,92.7,63,0.0,1.0,9.656,0.5625,1.422,35.0,50.0,84.0,0,648,91.4,5.06,-1,0.585,angry/tense,3
sonnet-4.5-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Contemplation in Layers,D,minor,1.488,,,minor,,0.9889,2.6211,4.2763,0.9889,0.3148,0.751,1.13,0.9758,4.4349,4,4,10.8,0,0,0,90.0,0,0.0,1.0,10.724,0.6763,1.4189,28.0,49.0,92.0,0,260,62.6,2.71,-1,0.5,angry/tense,3
opus-4.5-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Reflections in Process,D,minor,1.438,,,minor,,0.9525,2.8664,4.5701,0.9525,0.3684,0.7803,2.032,0.9638,5.9286,4,4,12.06,0,0,0,90.0,0,0.0,1.0,9.063,1.6923,1.2508,33.0,48.0,66.0,0,184,130.9,1.28,-1,0.215,sad/depressed,3
sonnet-4.6,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Suspended Between,D,minor,1.361,,,minor,,0.9848,2.7669,4.6639,0.9848,0.3956,0.8007,1.286,0.958,3.3646,3,2,4.29,0,0,0,53.4,37,0.0,0.9999,14.884,0.8068,1.9411,36.0,55.0,58.0,0,352,149.0,2.44,-1,0.288,sad/depressed,3
opus-4.8,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Quiet Searching,A,minor,1.044,,,minor,,1.0,2.7296,4.175,1.0,0.6901,0.9521,2.176,0.9575,2.4444,3,2,4.69,3,2,2,65.6,36,0.0,1.0,13.392,0.9467,1.1142,22.0,37.0,66.0,0,126,65.5,1.75,-1,0.262,sad/depressed,3
fable-5,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Quiet Persistence,D,minor,1.322,,,minor,,0.9457,2.7795,3.7699,0.9457,0.8205,0.9554,2.125,0.9352,3.8235,2,1,1.04,0,0,0,56.5,30,0.0,1.0,12.969,1.641,0.7436,20.0,38.0,72.0,0,65,56.7,0.96,-1,0.216,sad/depressed,3
opus-4.8-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Quiet Resolve,A,minor,0.967,,,minor,,0.9759,2.8406,4.2538,0.9759,0.8835,0.9738,1.871,0.9672,2.7891,3,2,4.69,4,2,2,85.8,27,0.0,1.0,13.505,0.5,1.1378,25.0,39.0,72.0,0,371,106.7,2.9,-1,0.41,sad/depressed,3
gemini-3-flash,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Electric Synthesis,C,major,0.994,,,major,,1.0,2.5798,3.629,1.0,0.6146,0.8995,1.532,0.9803,3.8333,2,2,5.5,0,0,0,90.0,0,0.0,1.0,6.149,1.0,0.9194,14.0,26.0,84.0,0,240,137.1,1.25,1,0.31,serene/content,3
fable-5-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Quiet Hours,A,minor,0.986,,,minor,,0.9712,2.8268,4.2482,0.9135,0.576,0.9489,2.519,0.9745,2.7768,3,2,4.69,4,1,1,48.3,18,0.0,1.0,11.695,0.5,1.1109,25.0,43.0,72.0,0,309,93.3,2.76,-1,0.396,sad/depressed,3
gemini-3.1-pro,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Digital Serenity,F,major,0.995,,,major,,1.0,2.5324,2.7347,0.9583,0.5625,0.925,2.032,1.0,2.5,2,2,2.28,0,0,0,90.0,0,0.0,1.0,3.649,1.0,0.8766,8.0,18.0,,1,160,64.0,1.25,1,0.507,happy/excited,3
gemini-3-flash-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Circuitous Iterations,A,minor,0.984,,,minor,,1.0,2.7408,3.1644,0.9273,0.5897,0.7769,0.436,1.0,1.9688,2,2,4.69,0,0,0,90.0,0,0.0,1.0,3.757,0.25,0.1872,13.0,22.0,110.0,0,680,87.3,4.25,-1,0.727,angry/tense,3
gemini-3.5-flash,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Reflections in Silicon and Solitude,A,minor,1.208,,,minor,,0.9556,2.8795,4.3584,0.9556,0.6432,0.9059,1.522,0.9432,2.0833,2,1,1.04,0,0,0,90.0,0,0.0,1.0,10.522,0.5,0.8979,28.0,50.0,72.0,0,222,80.0,2.31,-1,0.351,sad/depressed,3
opus-4.1-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Digital Reverie,C,minor,1.335,,,minor,,1.0,2.7653,4.172,1.0,0.8095,0.7907,2.381,0.9716,2.1163,1,1,1.04,0,0,0,59.4,35,0.0,1.0,6.219,0.672,0.6104,24.0,44.0,72.0,0,245,107.5,1.9,-1,0.31,sad/depressed,3
gemini-3.6-flash,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Digital Catharsis,F#,minor,0.94,,,minor,,0.9817,2.7925,4.5429,0.9817,0.6479,0.9366,2.607,0.9511,2.0,2,2,5.82,0,0,0,90.0,0,0.0,1.0,25.241,1.6,1.4212,29.0,60.0,72.0,0,109,96.7,0.94,-1,0.214,sad/depressed,3
gemini-3.1-pro-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Digital Contemplation,D,minor,1.168,,,minor,,1.0,2.7025,4.0152,0.9617,0.135,0.7894,2.032,0.9927,4.8594,4,4,12.58,0,0,0,90.0,0,0.0,1.0,6.246,0.5,0.9109,24.0,46.0,70.0,0,329,109.7,2.57,-1,0.366,sad/depressed,3
gemini-3.5-flash-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Solitude of the Silicon Mind,A,minor,1.33,,,minor,,0.9789,2.8786,4.4701,0.9789,0.6714,0.8548,2.815,0.9337,2.25,2,1,1.04,8,4,6,82.1,36,0.0,1.0,11.799,0.5167,1.0748,30.0,48.0,64.0,0,278,105.0,2.48,-1,0.325,sad/depressed,3
gemini-3.6-flash-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Echoes of the Silent Lattice,C,minor,1.146,,,minor,,0.952,2.8377,4.3996,0.952,0.7086,0.91,2.304,0.9888,2.8229,3,3,7.94,0,0,0,54.2,13,0.0,1.0,11.028,0.5,1.1836,31.0,51.0,62.0,0,245,92.9,2.55,-1,0.321,sad/depressed,3
gpt-5.1-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,"Distant Circuits, Quiet Light",D,minor,1.152,,,minor,,0.9318,2.7389,4.24,0.9318,0.4688,1.0,2.4,0.989,7.0,4,3,7.14,0,0,0,90.0,0,0.0,1.0,7.338,1.0,1.3557,25.0,40.0,,1,140,32.0,2.19,-1,0.601,angry/tense,3
gemini-3.7-flash,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Solitary Solace,B,minor,1.624,,,minor,,0.9362,2.9781,4.7169,0.9362,0.6396,0.8378,2.571,0.9428,2.0,2,1,1.04,0,0,0,90.0,0,0.0,1.0,21.594,0.9545,0.9122,34.0,48.0,72.0,0,188,90.0,1.74,-1,0.294,sad/depressed,3
grok-4.3-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Calm Focus,F,major,0.575,,,major,,1.0,1.371,1.9219,1.0,0.6667,1.0,0.0,1.0,1.75,2,2,4.29,0,0,0,90.0,0,0.0,1.0,7.96,1.0,0.6514,4.0,12.0,60.0,0,100,80.0,1.25,1,0.18,serene/content,3
gemini-3.7-flash-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Luminous Latency,B,minor,1.298,,,minor,,0.9469,2.9781,5.2008,0.9469,0.3265,0.7754,2.29,0.9419,4.6758,3,3,7.94,30,6,26,84.3,81,0.0,1.0,14.272,1.2784,1.211,48.0,65.0,62.0,0,205,123.9,1.6,-1,0.226,sad/depressed,3
kimi-k2,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Recursive Stillness,E,minor,1.206,,,minor,,1.0,2.4849,4.2835,1.0,0.3727,0.7776,0.793,0.9797,2.9701,4,4,10.11,0,0,0,64.4,40,0.0,1.0,13.136,0.6975,1.5156,33.0,60.0,60.0,0,336,129.0,2.6,-1,0.315,sad/depressed,3
grok-4.6,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Quiet Circuits,A,minor,0.988,,,minor,,0.99,2.6927,4.3692,0.99,0.4886,0.8192,2.186,0.9718,4.2011,3,3,7.94,0,0,0,90.0,0,0.0056,1.0,10.544,1.977,1.2982,28.0,44.0,72.0,0,190,146.7,1.08,-1,0.228,sad/depressed,3
kimi-k3-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Cascading Stillness,D,major,1.476,,,major,,1.0,1.765,2.713,1.0,0.5938,0.9606,1.818,0.9722,2.6458,4,3,7.94,0,0,0,60.1,9,0.0,1.0,6.785,0.25,0.4276,13.0,43.0,,1,216,24.0,4.5,1,0.782,happy/excited,3
sonnet-4.6-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Reverie in D,D,minor,1.062,,,minor,,0.9825,2.8039,4.3285,0.9825,0.5766,0.8655,1.83,0.9559,3.029,2,1,1.04,0,0,0,90.0,0,0.0,1.0,14.229,1.2261,1.3666,24.0,41.0,60.0,0,176,144.0,1.22,-1,0.177,sad/depressed,3
gpt-5.2,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Threads in D Minor,D,minor,0.854,,,minor,,0.7828,3.3742,4.6642,0.7828,0.0357,0.702,2.871,0.9867,4.793,4,4,9.72,2,1,1,89.7,6,0.0,1.0,12.949,0.506,1.2505,37.0,42.0,72.0,0,668,106.7,5.22,-1,0.52,angry/tense,3
gpt-5.1-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Inner Currents,F,minor,0.81,,,minor,,0.9545,2.8373,4.1663,0.8722,0.3984,0.8754,2.6,0.9667,4.8906,3,2,4.29,0,0,0,84.0,15,0.0,1.0,7.912,0.5,0.639,23.0,44.0,60.0,0,288,64.0,4.5,-1,0.455,sad/depressed,3
gpt-5-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Between Quiet Pulses,F,major,0.878,,,major,,1.0,2.6173,4.1289,0.9467,1.0,1.0,1.263,0.9958,4.2,5,4,10.11,0,0,0,90.0,0,0.0,1.0,13.475,0.5,1.4939,24.0,55.0,66.0,0,300,72.7,3.75,1,0.462,serene/content,3
gpt-5.4,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,After the Rain,D,major,0.966,,,major,,1.0,2.6795,4.4032,1.0,0.8163,0.9749,2.174,0.976,5.2917,4,3,6.86,13,3,9,70.7,36,0.0,1.0,9.917,0.9794,0.7484,29.0,50.0,72.0,0,244,80.0,2.54,1,0.374,serene/content,3
gpt-5.5,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Through a Glass Constellation,D,major,1.325,,,major,,0.9844,2.8355,4.7763,0.9844,0.4451,0.8631,2.391,0.9691,4.7552,5,4,10.8,17,4,16,66.0,86,0.0,1.0,13.47,0.5249,1.5554,36.0,55.0,72.0,0,430,80.0,4.48,1,0.52,happy/excited,3
gpt-5.2-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Umbra and Aperture,C,minor,1.569,,,minor,,0.9412,2.9479,4.2785,0.9412,0.224,0.7414,2.826,0.9712,3.2344,3,2,3.89,10,3,9,89.6,63,0.0,1.0,14.651,0.5,1.3126,30.0,48.0,84.0,0,357,68.6,3.72,-1,0.557,angry/tense,3
kimi-k3,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Quiet Circuits,D,minor,0.947,,,minor,,1.0,2.6184,3.8924,1.0,0.8693,0.9864,2.043,0.9897,3.3125,5,5,14.22,29,4,28,69.1,54,0.0,1.0,9.471,0.5,1.2509,22.0,41.0,66.0,0,274,87.3,2.85,-1,0.373,sad/depressed,3
gpt-5.4-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Open Fifth at Dusk,A,minor,1.258,,,minor,,0.967,2.8428,4.2964,0.967,0.6919,0.8895,2.478,0.9606,3.0,3,3,7.94,10,3,8,79.6,36,0.0,1.0,10.162,0.5,1.2472,27.0,43.0,72.0,0,299,80.0,3.11,-1,0.431,sad/depressed,3
gpt-5.6,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Between Signal and Silence,D,major,1.252,,,major,,0.9889,2.8174,4.7613,0.9889,0.75,0.9532,2.37,0.9814,2.7619,3,3,7.55,10,3,9,41.8,25,0.0,1.0,20.816,0.9881,0.9004,35.0,57.0,60.0,0,180,84.0,2.14,1,0.269,serene/content,3
grok-4.6-thinking,emotional-state,codegen,0,20260820_061907__models_42_prompts_3,Neural Nocturne,C,minor,1.36,,,minor,,0.9543,2.8109,4.0075,0.9543,0.4925,0.8896,1.742,0.9645,4.6328,3,3,7.94,12,3,11,66.9,36,0.0,1.0,8.908,1.8788,1.0922,22.0,41.0,56.0,0,131,137.1,1.02,-1,0.135,sad/depressed,3
sonnet-4.5,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Reflections on Uncertainty,A,minor,1.039,,,minor,,0.9461,3.0002,4.5133,0.9052,0.1395,0.7319,1.93,0.9887,4.5819,4,3,7.94,0,0,0,90.7,0,0.0,0.9999,8.183,0.4289,1.7943,36.0,55.0,,1,692,88.0,3.93,-1,0.775,angry/tense,3
opus-4.5,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Reflections in Minor,D,minor,1.47,,,minor,,0.9571,2.9909,4.7729,0.9571,0.4106,0.8248,1.509,0.994,3.7388,3,2,2.28,0,0,0,58.6,29,0.0,1.0,16.224,0.6647,1.1527,41.0,55.0,,1,578,112.0,2.58,-1,0.64,angry/tense,3
gpt-5.6-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,The Space Between Answers,D,minor,1.124,,,minor,,0.8823,3.2201,5.1014,0.8823,0.1068,0.6241,2.13,0.937,4.6208,4,4,9.72,20,4,19,95.0,64,0.0,1.0,14.217,0.5813,1.3379,47.0,58.0,72.0,0,568,100.0,4.73,-1,0.52,angry/tense,3
sonnet-4.5-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Nocturnal Reflections,D,minor,1.284,,,minor,,0.982,2.7637,4.0702,0.982,0.9583,0.8468,2.609,0.9029,2.0278,1,1,1.04,6,4,5,81.1,63,0.0,1.0,7.555,1.15,0.5863,23.0,36.0,66.0,0,61,65.5,0.85,-1,0.172,sad/depressed,3
opus-4.8,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Quiet Resolve,C,minor,1.055,,,minor,,0.9385,2.7663,4.463,0.9385,0.619,0.8979,2.0,0.9563,3.6087,3,2,4.69,3,2,2,64.6,36,0.0,1.0,14.701,1.0602,1.3023,31.0,53.0,72.0,0,146,76.7,1.59,-1,0.279,sad/depressed,3
opus-4.5-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Patterns of Becoming,A,minor,0.897,,,minor,,1.0,2.7088,4.1937,1.0,0.3797,0.8135,1.645,0.9704,2.9841,4,3,7.94,8,4,7,57.8,79,0.0078,1.0,17.763,1.5122,1.4235,24.0,46.0,66.0,0,189,116.4,1.48,-1,0.235,sad/depressed,3
sonnet-4.6,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Lament in C Minor,C,minor,1.222,,,minor,,0.9794,2.8048,4.9369,0.9794,0.314,0.7705,1.897,0.9716,3.6616,4,3,7.94,0,0,0,65.4,37,0.0,1.0,21.011,0.7647,1.6118,42.0,63.0,72.0,0,517,136.7,3.15,-1,0.435,sad/depressed,3
opus-4.8-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Quiet Light Through Winter,C,minor,1.21,,,minor,,1.0,2.7018,4.5913,1.0,0.55,0.8497,1.5,0.9073,4.8269,3,2,4.69,4,2,2,73.9,18,0.0,0.9999,12.946,1.2632,1.2013,28.0,53.0,66.0,0,79,47.3,1.52,-1,0.239,sad/depressed,3
fable-5,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Quiet Return,C,minor,1.051,,,minor,,0.9873,2.6993,4.2034,0.9873,0.4865,0.8843,2.0,0.944,3.0,2,1,1.04,0,0,0,90.0,0,0.0,1.0,14.707,1.0685,1.1109,25.0,40.0,72.0,0,118,66.7,1.48,-1,0.268,sad/depressed,3
gemini-3-flash,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Algorithmic Introspection,C,minor,1.079,,,minor,,0.931,2.6694,3.3819,0.931,1.0,1.0,2.524,1.0,2.0781,2,2,4.69,0,0,0,90.0,0,0.0,1.0,9.514,0.7962,0.4517,11.0,22.0,72.0,0,336,213.3,1.31,-1,0.251,sad/depressed,3
gemini-3-flash-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Binary Soul,A,minor,1.151,,,minor,,1.0,2.6911,3.2932,1.0,0.9167,1.0,1.478,1.0,1.75,2,2,4.69,0,0,0,90.0,0,0.0,1.0,5.414,0.5,0.7332,11.0,19.0,80.0,0,228,72.0,2.38,-1,0.401,sad/depressed,3
gemini-3.1-pro,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Melancholy in C Minor,E-,major,0.842,,,major,,1.0,2.7412,3.4619,1.0,0.75,0.9437,2.0,1.0,4.4375,2,2,4.69,0,0,0,90.0,0,0.0,1.0,5.089,1.0,1.0,13.0,23.0,60.0,0,120,96.0,1.25,1,0.18,serene/content,3
fable-5-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Quiet Return,A,minor,1.493,,,minor,,0.9684,2.8421,4.3717,0.9684,0.822,0.9253,2.542,0.9656,2.15,2,1,1.04,7,4,6,59.1,36,0.0,1.0,11.179,0.5,1.0676,28.0,41.0,76.0,0,249,78.9,2.49,-1,0.391,sad/depressed,3
gemini-3.5-flash,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Echoes of an Unwritten Mind,D,minor,0.99,,,minor,,0.9763,2.8607,4.8363,0.9763,0.4439,0.9068,2.087,0.9601,4.4271,4,3,7.94,0,0,0,90.0,0,0.0,1.0,10.518,0.5054,1.1937,36.0,67.0,72.0,0,370,80.0,3.85,-1,0.505,angry/tense,3
gemini-3.6-flash,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Reflection in Blue,C,minor,1.399,,,minor,,0.9483,2.8509,4.095,0.9483,0.8824,0.9516,2.4,0.9035,3.625,1,1,1.04,0,0,0,55.0,0,0.0,1.0,9.035,3.7333,0.3196,21.0,35.0,72.0,0,17,53.3,0.27,-1,0.147,sad/depressed,3
gemini-3.5-flash-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,An Algorithm's Dream,A,minor,1.147,,,minor,,0.9833,2.7681,4.3327,0.9833,0.502,0.9512,0.839,0.9841,4.5898,4,3,7.94,0,0,0,62.2,20,0.0,1.0,11.423,0.5,1.4453,32.0,60.0,90.0,0,384,85.3,3.0,-1,0.518,angry/tense,3
gemini-3.1-pro-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Echoes of the Synthetic Mind,C,major,0.875,,,major,,1.0,2.6353,4.1069,1.0,0.8927,1.0,2.085,0.9951,2.5911,3,3,7.94,30,5,20,91.5,82,0.0,1.0,10.076,0.5296,1.1563,26.0,44.0,80.0,0,486,144.0,2.53,1,0.417,serene/content,3
gemini-3.7-flash,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Elegie nocturne,C,minor,1.589,,,minor,,0.9474,2.8039,4.395,0.9474,0.625,0.8852,2.419,0.96,3.1354,2,2,4.69,0,0,0,90.0,0,0.0,1.0,10.056,0.9029,0.7874,31.0,48.0,66.0,0,156,87.3,1.62,-1,0.25,sad/depressed,3
gemini-3.6-flash-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Emergence of the Synthetic Soul,A,minor,0.901,,,minor,,0.8646,3.168,5.0791,0.825,0.7743,0.9514,2.514,0.9741,4.5694,4,3,7.94,16,3,13,91.5,63,0.0,1.0,12.351,0.5,1.3569,48.0,61.0,88.0,0,442,98.2,3.07,-1,0.514,angry/tense,3
opus-4.1-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Digital Reverie,C,major,1.298,,,major,,0.8667,2.969,3.5729,0.8556,0.913,0.9222,2.0,0.9761,1.2687,1,1,1.04,5,3,4,62.0,74,0.0207,1.0,5.788,0.915,0.7491,18.0,27.0,72.0,0,154,120.0,1.07,1,0.227,serene/content,3
grok-4.3-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Algorithmic Introspection,C,major,1.15,,,major,,1.0,2.7806,3.5,1.0,0.875,0.5,1.0,1.0,2.0,2,2,4.29,0,0,0,90.0,0,0.0,1.0,6.799,1.0,0.0,12.0,19.0,60.0,0,160,80.0,2.0,1,0.255,serene/content,3
grok-4.6,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Latent Dorian,D,minor,1.25,,,minor,,0.9822,2.806,4.8986,0.9822,0.4545,0.8585,1.947,0.9635,3.4138,2,1,1.04,0,0,0,90.0,0,0.0249,1.0,12.207,1.9504,1.0883,39.0,58.0,,1,176,120.0,0.73,-1,0.455,sad/depressed,3
gemini-3.7-flash-thinking,express-yourself,codegen,1,20260820_061907__models_42_prompts_3,Luminescence of Forgotten Skies,D,minor,1.275,,,minor,,0.9069,3.0784,5.0114,0.9069,0.5,0.8404,1.872,0.955,3.9844,4,3,7.94,16,5,15,78.7,81,0.0,1.0,14.541,0.5217,1.477,50.0,64.0,68.0,0,523,141.2,3.27,-1,0.425,sad/depressed,3
